"code","name","offName","alias","localName","zone","address","nearestStations","trackType","lat","lng","priority","type","updatedOnNum"
"ETFC","Itarsi F Cabin","","","","15","Itarsi, Madhya Pradesh","ETFC:0,JUH:1,ET:2,JHP:2,PRKD:10,KRTH:10,DRA:10,GRO:12,NDPM:20,TAKU:21,SQL:21,DKI:23,","12","22.60305","77.74927","0","3","0"
"BYPW","Baiyyappanahalli West Cabin","BAIYYAPANAHALLI WEST","","","13","Byappanahalli,Bengaluru-560038, Karnataka","BYPW:0,BYPY:1,SMVB:1,BNCE:2,BYPL:2,BAND:2,BYPA:3,BPHI:3,KJM:4,CSDR:4,BNC:5,SBC:9,HDIH:9,THSA:10,HEB:10,BLRR:12,MWM:12,KDGH:13,WFD:13,LOGH:13,KNDV:14,YPRA:15,CRLM:15,YPR:15,NYH:16,YNK:16,GNB:18,BAW:21,KGI:21,DKN:21,SDVL:23,TLS:24,RNN:25,","16","12.992935","77.637183","0","3","1753756644"
"INTY","Andal Inter Yard Cabin","","","","4","Andal, Dist - Paschim Bardhaman, West Bengal","INTY:0,OYR:4,UDL:4,KJME:9,SSCR:11,RNG:11,SXD:13,DGR:13,TOP:15,UKA:16,RBH:21,KPK:23,PAW:24,","14","23.56575","87.21359","0","3","0"
"KYNX","Kalyan Jn Yard","KALYAN JN YARD TXR","","TXR","1","Behind Metro Mall (Near Patripull)Netivali, Kalyan Shil Road, Kalyan East, Near Metro Residency Complex, Kalyan - 421306, Maharashtra","KYNX:0,KYN:1,DI:4,KOPR:5,DDCL:5,DCTL:6,UBCN:8,DIVA:10,DTVL:10,NIIJ:11,MBQ:12,BIRD:13,BUD:15,TNA:17,KLVA:17,TPND:20,KHBV:21,NVRD:23,","14","19.23293","73.12379","0","4","0"
"CSTN","Sanatnagar CONCOR siding","","","","10","Sublocality2 Moosapet Hyderabad, Pin- 500018, Telangana","CSTN:0,SNF:1,BMT:5,SACH:7,KQD:8,HFZ:8,AMQX:9,SC:10,HYB:10,STPD:12,ATC:12,LPI:13,LGDH:13,JOO:13,CVB:14,AMQ:14,ALW:14,VAR:14,RKO:15,BOZ:15,KCG:16,MLY:16,DYE:17,SFX:17,BMO:17,MXT:18,MJF:19,DQR:19,YKA:20,MLYG:20,HPG:22,GDPL:22,NPL:23,FM:23,","3","17.46074","78.42266","2","0","0"
"KONC","Kudal Nagar Depot","","","Concor Rail Terminal Kudal Nagar","14","Koodal Nagar, Railway Goodshed Madurai. 625018, Tamil Nadu","KONC:0,KON:1,MDU:2,MES:6,TDN:9,SER:10,ILA:15,VAJ:15,TMQ:19,SDN:19,TVN:23,","3","9.941147","78.115113","0","7","1606399450"
"JTHT","Jn Hut DDU","","","","2","Sakaldiha - Mughalsrai Hwy, Nasirpur Pattan, Uttar Pradesh","JTHT:0,MGSO:0,EOCM:2,GAQ:4,DDU:4,NEWC:5,KCA:6,BHBV:7,AVCD:9,VYN:10,JEP:12,CDMR:14,SLD:14,KEI:17,NPBR:18,BCY:19,TLAM:20,SYJ:22,BSB:22,","3","25.29814","83.15872","0","3","1746171292"
"CCTA","Concor Depot","","","Concor Container Terminal Ankleshwar","16","Near Ankleshwar ONGC Overbridge, Gujarat","CCTA:0,AKV:0,BH:9,PAO:10,HAT:14,CVJ:14,KSB:18,NIU:21,","3","21.63143","73.00292","0","7","0"
"CSRR","Concor Depot Siding Ravtha Road","","","","15","Near Ravtha Road Railway station, Rajasthan","CSRR:0,RDT:1,ALNI:11,DARA:14,DDV:18,KIW:22,DKNT:25,","3","24.940161","75.955304","0","5","0"
"CBKB","Concor Siding Bhagat Ki Kothi","","","","7","Next to Bhagat Ki Kothi Railway Station, Rajasthan","BGKT:0,CBKB:0,BANE:3,JU:4,RKB:6,MMC:8,JUCT:12,SZ:13,MDB:13,BNO:18,HWT:21,","12","26.25474","73.014992","0","5","0"
"DSRP","Raipur Diesel Loco Shed","","","","11","Raipur Diesel Loco Shed, Mowa, Raipur, Chhattisgarh, India, Chhattisgarh","DSRP:0,WRC:2,URK:3,UKEC:3,R:3,SRWN:7,SZB:10,MDH:11,MNDH:13,KMI:16,DCAB:20,CBDH:21,SLH:23,DBEC:23,CCAB:24,GCAB:25,LAE:25,","3","21.265676","81.653815","0","8","1691784832"
"DEBS","Delhi Cantt BG Military Siding","","","","9","Near 394 Jail Rd Nangal Village Delhi, Delhi Cantonment Nangal, Village Delhi Cantonment, New Delhi, Delhi 110010, India, Delhi NCT","DEBS:0,DEC:0,PM:4,SMDP:7,PTNR:7,DBSI:9,DSJ:9,VVKP:10,DBSC:10,DEE:10,BWSN:11,DKZ:11,SZM:12,DSB:13,SSB:13,DLI:14,OKAC:15,NDLS:15,CSB:16,NZM:16,DAZ:17,TKJ:17,OKA:17,MGLP:17,GGN:17,ANDI:19,BHD:20,NNO:20,DSA:21,BDXT:21,MQC:23,MWC:23,TKD:24,VVB:24,KHKN:24,GPSL:25,","3","28.61483","77.11785","0","5","0"
"CRNM","Mulund Depot","","","Container Depot New Mulund","1","9, Nanepada Rd, Patil Nagar, LIC Housing Colony, Mulund East, Mumbai, Maharashtra","CRNM:0,TNA:4,KLVA:6,MBQ:9,DIVA:11,VVH:12,LTT:12,DTVL:13,DCTL:15,KOPR:16,NIIJ:16,DDCL:16,DI:17,UBCN:19,DDR:20,BDTS:20,DR:21,KYN:22,BIRD:24,TPND:25,","14","19.16379","72.95099","0","7","0"
"IGCS","Irugur Concor Siding","","","","14","Inland Container Depot (ICD), L and T Bypass Road, Irugur, Coimbatore, Tamil Nadu 641103, India, Tamil Nadu","IGCS:0,IGU:1,SHI:4,SUU:8,PLMD:9,PTJ:12,CBF:16,SNO:16,CBE:19,MDKI:22,TDE:23,","2","11.027522","77.074612","0","5","0"
"DCCS","Daulatabad Concor Siding","","","","10","Inland Container Depot Maliwada Near Daulatabad Railway Station Aurangabad., Maharashtra","DLB:0,DCCS:0,POZ:9,AWB:13,MKDD:19,LSR:21,CTH:23,","12","19.916468","75.214336","0","5","0"
"RTMC","Ratlam Siding","","","Ratlam Container Siding","16","Jaora - Railway Colony Rd, Ratlam Railway Colony, Railway Colony, Ratlam, Madhya Pradesh","RTMC:0,RTM:1,BOD:9,MRN:10,NLI:15,NGW:17,RNH:17,BILD:19,PRNG:24,","2","23.34337","75.05185","0","5","1560152427"
"SDUL","Sripur Colliery Siding","","","","4","3, Sripur, Asansol, West Bengal","SDUL:0,BBI:8,TOP:9,SSCR:13,UDL:20,STN:22,KJME:23,RNG:25,","2","23.6927","87.053029","0","5","1724496833"
"JRBI","Jayrambati","","","","4","Mulluk Canal - Jayrambati Rd, jayrambati , Dist - Bankura, West Bengal","JRBI:0,MYPR:15,GNJP:21,","12","22.919986","87.606103","2","0","1737610171"
"KMPKR","Kamarpukur","","","","4","Kamarpukur Railway Station Rd, Indira, Dist - Hooghly, West Bengal","KMPKR:0,MYPR:20,","12","22.911167","87.655787","2","0","1737610171"
"BRIP","Barogopinathpur","","","","4","Unnamed Road, Aswinkota, West Bengal","BRIP:0,MYPR:8,GNJP:14,BSMH:23,","2","22.951627","87.546794","2","0","1737610171"
"BTCC","Bathinda C Cabin","","","","9","NH54, Harbans Nagar, Baba Deep Singh Nagar, Bathinda, Punjab","BTCC:0,BTI:4,KZW:6,GSW:8,GHB:8,BTIC:13,BWX:13,SGA:14,KTF:15,GNA:16,SGF:16,MKBH:17,BCU:19,BNLS:20,BHX:20,MASK:23,CBX:23,BWB:24,","3","30.184531","74.94284","0","3","1611263136"
"MTDB","Merta Road Bypass","","","","7","Merta Road, District Nagaur - 341511, Rajasthan","MTDB:0,MTD:1,MCPE:5,KQW:10,JOM:11,DSL:13,MEC:16,REN:17,GOTN:20,KJW:22,","3","26.73408","73.92389","4","0","1726685162"
"ED-DLS","Erode Diesel Loco Shed","","","","14","Erode Diesel loco Shed - Railways, Erode Railway Colony, Erode, Tamil Nadu","ED-DLS:0,ED:1,TPM:5,CV:6,CVD:12,PY:13,ANU:14,IGR:18,PAS:20,SGE:22,","3","11.3239","77.71841","0","8","0"
"ED-ELS","Erode Electric Loco Shed","","","","14","Electric Loco Shed - Railways, Kollampalayam, Erode, Tamil Nadu","ED-ELS:0,ED:1,CV:6,TPM:7,CVD:12,ANU:14,PY:15,PAS:20,IGR:20,SGE:22,","12","11.33149","77.73282","0","8","0"
"SHBCR","Shibchar","","","","23","Unnamed Road, Shibchar, Bangladesh","SHBCR:0,","0","23.392171","90.164564","2","0","1631719879"
"ZAJIRA","Zajira","","","","0","Padma Bridge Approach Rd, Shibchar, Bangladesh","ZAJIRA:0,","0","23.39805","90.218678","2","0","1631719879"
"MAOWA","Maowa","","","","23","Dhaka - Mawa Hwy, Mawa, Bangladesh","MAOWA:0,","0","23.52991","90.28885","2","0","1619629662"
"CIKR","Chandikhole Road","CHANDIKHOLE RD","","","3","Saharabati, Near Chandikhole Railway Colony, District - Jajpur, PIN - 754024, Odisha","CIKR:0,HDS:3,DNM:8,URGR:11,NGMP:13,BRTG:15,BYY:19,JEN:19,LLTG:21,SJDR:22,BRMI:24,","2","20.707395","86.146238","2","0","1756539887"
"URGR","Udayagiri Ratnagiri Road","","","","3","NH53, Bhakuda, District - Jajpur, PIN - 754292, Odisha","URGR:0,LLTG:10,CIKR:11,HDS:14,DNM:19,BJPD:21,NGMP:24,","2","20.63699","86.20678","2","0","1697389731"
"LLTG","Lalitgiri","LALITAGIRI","","","3","Barada-Boujanga Rd, Bandareswar, Palai, District - Jajpur, PIN - 754205, Odisha","LLTG:0,URGR:10,BJPD:11,KENP:18,CIKR:21,HDS:24,","2","20.597705","86.287301","2","0","1573770102"
"BJPD","Bajipara","BAJIPADA","","","3","Bajipara, Paradeep - Chandikhol Rd, Odisha 754211, Odisha","BJPD:0,KENP:7,LLTG:11,MSGR:15,URGR:21,","2","20.53999","86.36373","2","0","0"
"KENP","Kendrapara","KENDRAPARA","","","3","Kendrapara station,Dhuria market,Near NH53,Dist-Kendrapara, Odisha","KENP:0,BJPD:7,MSGR:8,LLTG:18,KLGA:21,","2","20.49602","86.4122","2","0","0"
"MSGR","Marshaghai Road","MARSHAGHAI ROAD","","","3","NH53, Manikunda, District - Kendrapara, PIN - 754212, Odisha","MSGR:0,KENP:8,KLGA:13,BJPD:15,NUGN:18,","2","20.451284","86.467046","2","0","1573770102"
"KLGA","Kalaghar","KALAGAR","","","3","Unnamed Road, Bauda, Odisha","KLGA:0,NUGN:5,MSGR:13,SIJU:13,BGDI:17,PRDP:18,KENP:21,","2","20.38206","86.51006","2","0","0"
"NUGN","Nuagan","NUAGAN","","","3","NH53, Tekarapanga Dist-Kendrapara, Odisha","NUGN:0,KLGA:5,SIJU:8,BGDI:12,PRDP:13,MSGR:18,BDBA:23,","2","20.36503","86.56014","2","0","1652196998"
"SIJU","Siju","SIJU","","","3","Siju, Dist- Jagatsinghpur, PIN - 754141, Odisha","SIJU:0,BGDI:4,PRDP:5,NUGN:8,BDBA:11,KLGA:13,GNJB:19,RHMA:23,","2","20.3093","86.593472","2","0","1573770401"
"MKGD","Manikagoda","BOLAGARH ROAD","","Bolagarh Road","3","Station Road, Jahanabad, District Khordha - 752 066, Odisha","MKGD:0,BORT:6,NYGT:12,RSKA:13,SAPD:17,BYZA:22,MAHI:25,","2","20.16969","85.22322","2","0","1705713756"
"NYGT","Nayagarh Town","NAYAGARH TOWN","","","3","Nayagarh-Khandapada Rd, Nayagarh, Odisha","NYGT:0,MKGD:12,MAHI:13,BORT:18,NXNR:22,RSKA:25,","2","20.14407","85.11543","2","0","0"
"HDIH","Hoodi Halt","HOODI HALT","","","13","1, Hoodi Main Rd, Kodigehalli, Krishnarajapuram, Bengaluru, Pincode - 560036., Karnataka","HDIH:0,WFD:4,KJM:5,BYPA:6,BPHI:7,BYPL:8,BYPY:8,SMVB:8,CSDR:8,BAND:9,BNCE:10,DKN:12,THSA:14,BNC:14,BLRR:15,HEB:17,SBC:18,CRLM:18,YNK:20,LOGH:20,YPRA:22,KDGH:22,KNDV:22,YPR:24,NYH:24,MLO:24,","16","12.99613","77.71898","4","0","0"
"JHBUA","Jhabua","","","","16","Gopalpura, PIN - 457661, Jhabua, Madhya Pradesh","JHBUA:0,","12","22.79043","74.57073","2","0","1564255727"
"BLRMPR","Balrampur","","","","11","Unnamed Road, Dahejwar, Chhattisgarh","BLRMPR:0,","12","23.59974","83.6243","2","0","0"
"KSAG","Kharsang","","","","0","Jagun to Miao Rd, Kharsang, Arunachal Pradesh","KSAG:0,","12","27.41386","95.99949","2","0","0"
"IDBR","ICD Birganj","","","Birgunj Dry Port","0","","IDBR:0,RXL:5,NKU:11,BLV:13,MSDH:13,ADX:17,KNLI:18,RGH:19,STF:22,PPK:23,DRQ:24,","9","27.019917","84.849685","2","0","1706036501"
"DPYG","Devaprayag","","","","9","Karnprayag-Haridwar Rd, Devaprayag, Uttarakhand","DPYG:0,","12","30.14561","78.59947","2","0","0"
"RPYG","Rudraprayag","","","","9","NH7, Rudraprayag, Uttarakhand","RPYG:0,","12","30.2859","78.97856","2","0","0"
"KNPG","Karnaprayag","","","","9","Karnaprayag, Chamoli Dist., Uttarakhand","KNPG:0,","12","30.255544","79.217923","3","2","1641011640"
"JNKPE","Janakpur Dham","","","","0","","JNKPE:0,KUTA:4,NR-DERUI:7,NR-BAIDE:11,NR-MAHIN:15,NR-KHAJU:21,NR-INRWA:25,","0","26.73405","85.93702","2","0","1651217330"
"BRTN","Biratnagar","","","","0","","BRTN:0,JBN:14,BTF:17,FBG:23,","12","26.46038","87.30514","2","0","0"
"DSY","Dhanushkodi","","","","14","Unnamed Road, Dhanushkodi, Tamil Nadu","DSY:0,RMM:20,","5","9.18066","79.41372","0","12","1648022829"
"ATTB","Atari Wagah Border Cabin","","","Atari - Wagah Zero Point, Atari Border","9","Unnamed Road, Punjab","ATTB:0,ATT:3,KSA:15,CIA:21,","0","31.59064","74.58087","0","3","0"
"ERG","Ernakulam Goods","","","","14","Dr Salim Ali Rd, Marine Drive, Ernakulam, Kerala","ERG:0,ERN:1,ERS:3,IPL:7,TRTR:11,KUMM:11,KLMR:12,KFE:15,AROR:16,AWY:18,MNTT:19,CWR:21,EZP:21,KPTM:24,","0","9.98788","76.27386","2","0","0"
"PHO","Pithoro Jn","","","","0","","PHO:0,","12","25.52512","69.01727","3","1","0"
"ACDA","Ajni Depot","","","Ajni Container Depot","1","Narendra Nagar, Wardha Road,Ajni, Nagpur, PIN 440015, Maharashtra","ACDA:0,AJNI:1,NGP:4,KRI:8,NITR:8,KAV:10,GNQ:11,GMG:14,BWRA:18,KRDH:18,KP:18,KNHN:22,KPKD:23,BTBR:23,","14","21.11513","79.07821","0","7","0"
"CBDBQ","Changrabandha to Burimari Zero Point","","","","8","Changrabandha Immigration Check Post Rd, Changrabandha, West Bengal","CBDBQ:0,CBD:1,NCBD:4,BPV:11,MYGD:19,JDGP:20,","12","26.40718","88.92342","0","10","0"
"JNQS","Jamalpur New Quarry Siding","","","","4","Ashikpur, Jamalpur, Dist :- Munger, Bihar","JNQS:0,JMP:1,PATM:3,RPUR:5,SRB:6,DRTP:7,MGR:7,RIKD:8,BUP:10,DRH:13,SBDP:14,KPRD:14,GOG:17,KAPP:18,SKJ:19,UMNR:19,MSDN:19,GNNA:20,SANH:22,KMGH:23,AHA:23,GIBP:25,","3","25.32515","86.50031","0","5","1651327190"
"SL-MDA","Maradana Jn","","","","36","","SL-MDA:0,","1","6.92914","79.86539","3","1","0"
"SL-FOT","Colombo Fort","","","","36","","SL-FOT:0,","1","6.93343","79.85024","2","0","0"
"SL-KPN","Kompnnavidiya","","","","36","","SL-KPN:0,","1","6.92299","79.84968","2","0","0"
"SL-KLP","Kollupitiya","","","","36","","SL-KLP:0,","12","6.91106","79.84823","2","0","0"
"SL-GLE","Galle","","","","36","","SL-GLE:0,","0","6.03364","80.21436","2","0","0"
"SL-WDA","Wadduwa","","","","36","","SL-WDA:0,","1","6.66334","79.92843","2","0","0"
"SL-PGN","Payagala North","","","","36","","SL-PGN:0,","0","6.53158","79.97503","2","0","0"
"SL-PGS","Payagala south","","","","36","","SL-PGS:0,","0","6.52165","79.97884","2","0","0"
"SL-KKD","Katukurunda","","","","36","","SL-KKD:0,","0","6.56006","79.96598","2","0","0"
"SL-KTS","Kaluthara South","","","","36","","SL-KTS:0,","1","6.58414","79.95883","2","0","0"
"SL-KTN","Kalutara North","","","","36","","SL-KTN:0,","1","6.60117","79.95423","2","0","0"
"SL-TRH","Train Halt 01","","","","36","","SL-TRH:0,","1","6.63232","79.94029","2","0","0"
"SL-BSH","Boossa","","","","36","","SL-BSH:0,","0","6.07383","80.16101","2","0","0"
"SL-GNT","Ginthota","","","","36","","SL-GNT:0,","0","6.06072","80.17943","2","0","0"
"SL-PGM","Piyadigama","","","","36","","SL-PGM:0,","0","6.05369","80.19087","2","0","0"
"SL-RCH","Richmond Hill","","","","36","","SL-RCH:0,","0","6.05393","80.20464","2","0","0"
"SL-PIN","Pinwatte","","","","36","","SL-PIN:0,","1","6.68596","79.916","2","0","0"
"SL-PND","Panadura","","","","36","","SL-PND:0,","1","6.7123","79.90459","2","0","0"
"SL-SCR","Secretariat Halt","","","","36","","SL-SCR:0,","1","6.93149","79.84602","2","0","0"
"SL-BPT","Bambalaptiya","","","","36","","SL-BPT:0,","1","6.89354","79.85314","2","0","0"
"SL-WTE","Wellawatte","","","","36","","SL-WTE:0,","1","6.87481","79.85758","2","0","0"
"SL-DWL","Dehiwela","","","","36","","SL-DWL:0,","1","6.85081","79.86217","2","0","0"
"SL-MLV","Mount Levinia","","","","36","","SL-MLV:0,","1","6.83164","79.86262","2","0","0"
"SL-RML","Ratmalana","","","","36","","SL-RML:0,","1","6.8151","79.86685","2","0","0"
"SL-AGL","Angulana","","","","36","","SL-AGL:0,","1","6.79883","79.87267","2","0","0"
"SL-LNA","Lunawa","","","","36","","SL-LNA:0,","1","6.78699","79.87546","2","0","0"
"SL-MRT","Moratuwa","","","","36","","SL-MRT:0,","1","6.77419","79.88191","2","0","0"
"SL-KOR","Koralawella","","","","36","","SL-KOR:0,","1","6.75842","79.8859","2","0","0"
"SL-EYA","Egoda Uyana","","","","36","","SL-EYA:0,","1","6.74296","79.89165","2","0","0"
"SL-MGN","Maggona","","","","36","","SL-MGN:0,","0","6.50479","79.98151","2","0","0"
"SL-BRL","Beruwela","","","","36","","SL-BRL:0,","0","6.47701","79.98358","2","0","0"
"SL-HML","Hettimulla","","","","36","","SL-HML:0,","0","6.45804","79.99078","2","0","0"
"SL-ALT","Aluthgama","","","","36","","SL-ALT:0,","0","6.43277","80.00044","2","0","0"
"SL-BNT","Bentota","","","","36","","SL-BNT:0,","0","6.42224","79.99661","2","0","0"
"SL-IDA","Induruwa","","","","36","","SL-IDA:0,","0","6.38763","80.00857","2","0","0"
"SL-MWA","Maha Induruwa","","","","36","","SL-MWA:0,","0","6.36412","80.01411","2","0","0"
"SL-KDA","Kosgoda","","","","36","","SL-KDA:0,","0","6.33842","80.02956","2","0","0"
"SL-AUH","Ahungalle","","","","36","","SL-AUH:0,","0","6.31271","80.03763","2","0","0"
"SL-PGD","Pathagangoda","","","","36","","SL-PGD:0,","0","6.29643","80.04174","2","0","0"
"SL-PYA","Piyagama","","","","36","","SL-PYA:0,","0","6.32932","80.03358","2","0","0"
"SL-BPA","Balapitiya","","","","36","","SL-BPA:0,","0","6.276454","80.043317","2","0","0"
"SL-AND","Andadola","","","","36","","SL-AND:0,","0","6.26617","80.04704","2","0","0"
"SL-KGD","Kandegoda","","","","36","","SL-KGD:0,","0","6.25018","80.05285","2","0","0"
"SL-ABA","Ambalangoda","","","","36","","SL-ABA:0,","0","6.23531","80.05512","2","0","0"
"SL-MPA","Madampagama","","","","36","","SL-MPA:0,","0","6.213853","80.060647","2","0","0"
"SL-KWE","Kahawe","","","","36","","SL-KWE:0,","0","6.183262","80.074107","2","0","0"
"SL-AKU","Akurala","","","","36","","SL-AKU:0,","0","6.19223","80.06486","2","0","0"
"SL-TWT","Telwatta","","","","36","","SL-TWT:0,","0","6.169038","80.089028","2","0","0"
"SL-HKD","Hikkaduwa","","","","36","","SL-HKD:0,","0","6.142289","80.100077","2","0","0"
"SL-TNA","Thiranagama","","","","36","","SL-TNA:0,","0","6.122266","80.114469","2","0","0"
"SL-KMK","Kumarakande","","","","36","","SL-KMK:0,","0","6.112467","80.124181","2","0","0"
"SL-DNA","Dodanduwa","","","","36","","SL-DNA:0,","0","6.098274","80.132954","2","0","0"
"SL-RTG","Rathgama","","","","36","","SL-RTG:0,","0","6.09325","80.140065","2","0","0"
"NR-KHAJU","Khajuri","","","","0","","NR-KHAJU:0,NR-INRWA:4,NR-MAHIN:6,JYS:7,JYG:7,NR-BAIDE:10,KRHA:14,NR-DERUI:14,KJI:19,JNKPE:21,LLPR:24,KUTA:25,","0","26.64229","86.11485","2","0","0"
"NR-MAHIN","Mahinathpur","","","","0","","NR-MAHIN:0,NR-BAIDE:4,NR-KHAJU:6,NR-DERUI:8,NR-INRWA:10,JYG:13,JYS:13,JNKPE:15,KUTA:19,KRHA:20,KJI:25,","0","26.66346","86.06477","2","0","0"
"NR-SAHIB","Sahib Saroj Nagar","","","","0","","NR-SAHIB:0,NR-MAHIN:2,NR-BAIDE:2,NR-DERUI:6,NR-KHAJU:8,NR-INRWA:12,JNKPE:13,JYG:15,JYS:15,KUTA:17,KRHA:22,","0","26.66892","86.04755","2","0","0"
"NR-BAIDE","Baidehi","","","","0","","NR-BAIDE:0,NR-DERUI:4,NR-MAHIN:4,NR-KHAJU:10,JNKPE:11,NR-INRWA:14,KUTA:15,JYG:17,JYS:17,KRHA:24,","0","26.67893","86.02455","2","0","0"
"NR-DERUI","Deuri Parbaha","","","","0","","NR-DERUI:0,NR-BAIDE:4,JNKPE:7,NR-MAHIN:8,KUTA:11,NR-KHAJU:14,NR-INRWA:18,JYS:21,JYG:21,","0","26.70184","85.99404","2","0","0"
"NR-BIJAL","Bhangha","","","Bijalpura","0","","NR-BIJAL:0,KUTA:18,JNKPE:22,","0","26.86474","85.88479","2","0","1689873319"
"SL-MANAR","Mannar","","","","36","","SL-MANAR:0,","0","8.97109","79.8937","2","0","0"
"SL-THAMR","Thalaimannar","","","","36","","SL-THAMR:0,","0","9.10326","79.73004","2","0","0"
"SL-DAG","Dematagoda","","","","36","","SL-DAG:0,","1","6.93753","79.87927","2","0","0"
"SL-KLA","Kelaniya","","","","36","","SL-KLA:0,","1","6.96122","79.89461","2","0","0"
"SL-WSL","Wanawasala","","","","36","","SL-WSL:0,","1","6.9757","79.89939","2","0","0"
"SL-HUN","Hunupitiya","","","","36","","SL-HUN:0,","1","6.98765","79.90031","2","0","0"
"SL-EDM","Enderamulla","","","","36","","SL-EDM:0,","1","7.00019","79.90671","2","0","0"
"SL-RGM","Ragama Jn","","","","36","","SL-RGM:0,","1","7.02998","79.92138","3","1","0"
"SL-HRP","Horape","","","","36","","SL-HRP:0,","1","7.01479","79.91734","2","0","0"
"SL-WPA","Walpola","","","","36","","SL-WPA:0,","1","7.04727","79.93107","2","0","0"
"SL-BTU","Batuwatta","","","","36","","SL-BTU:0,","1","7.05528","79.93719","2","0","0"
"SL-BGH","Bulugahagoda","","","","36","","SL-BGH:0,","1","7.06619","79.94576","2","0","0"
"SL-GAN","Ganemulla","","","","36","","SL-GAN:0,","1","7.06849","79.96059","2","0","0"
"SL-YGD","Yagoda","","","","36","","SL-YGD:0,","1","7.07472","79.97381","2","0","0"
"SL-GPH","Gampaha","","","","36","","SL-GPH:0,","1","7.0934","79.99348","2","0","0"
"SL-DRL","Daraluwa","","","","36","","SL-DRL:0,","1","7.10706","80.01036","2","0","0"
"SL-BEM","Bemmulla","","","","36","","SL-BEM:0,","1","7.12245","80.02055","2","0","0"
"SL-MGG","Magelegoda","","","","36","","SL-MGG:0,","1","7.13383","80.03626","2","0","0"
"SL-HDP","Heendeniya Pattigoda","","","","36","","SL-HDP:0,","1","7.14117","80.0471","2","0","0"
"SL-VGD","Veyangoda","","","","36","","SL-VGD:0,","1","7.15284","80.0587","2","0","0"
"SL-WRW","Wandurawa","","","","36","","SL-WRW:0,","1","7.16753","80.06587","2","0","0"
"SL-KEN","Keenawala","","","","36","","SL-KEN:0,","1","7.18548","80.07442","2","0","0"
"SL-PLL","Pallewela","","","","36","","SL-PLL:0,","1","7.19878","80.09027","2","0","0"
"SL-GND","Ganegoda","","","","36","","SL-GND:0,","1","7.21299","80.10505","2","0","0"
"SL-WRD","Wijayarajadahana","","","","36","","SL-WRD:0,","1","7.2307","80.11842","2","0","0"
"SL-MIR","Mihirigama","","","","36","","SL-MIR:0,","1","7.24246","80.12662","2","0","0"
"SL-WWT","Wilwatta","","","","36","","SL-WWT:0,","1","7.25638","80.13558","2","0","0"
"SL-BTL","Botale","","","","36","","SL-BTL:0,","1","7.2565","80.15331","2","0","0"
"SL-APS","Ambepussa","","","","36","","SL-APS:0,","1","7.25594","80.16936","2","0","0"
"SL-YTG","Yattalgoda","","","","36","","SL-YTG:0,","1","7.27061","80.19441","2","0","0"
"SL-BJM","Bujjomuwa","","","","36","","SL-BJM:0,","1","7.27317","80.21047","2","0","0"
"SL-ALW","Alawwa","","","","36","","SL-ALW:0,","1","7.29357","80.23872","2","0","0"
"SL-WKA","Walakumbura","","","","36","","SL-WKA:0,","1","7.3138","80.26894","2","0","0"
"SL-PLG","Polgahawela Jn","","","","36","","SL-PLG:0,","1","7.33105","80.30105","3","1","0"
"SL-PDA","Peradeniya Jn","","","","36","","SL-PDA:0,","0","7.25748","80.59012","3","1","0"
"SL-MHO","Maho Jn","","","","36","","SL-MHO:0,","0","7.82289","80.27513","3","1","0"
"SL-GOA","Galoya Jn","","","","36","","SL-GOA:0,","0","8.13787","80.86559","3","1","0"
"SL-JFN","Jaffna","","","","36","","SL-JFN:0,","0","9.66529","80.02079","2","0","0"
"SL-KKM","Kodikamam","","","","36","","SL-KKM:0,","0","9.68121","80.21968","2","0","0"
"SL-PAL","Palei","","","","36","","SL-PAL:0,","0","9.60756","80.32991","2","0","0"
"SL-EPN","Eluthummattvual","","","","36","","SL-EPN:0,","0","9.65269","80.28022","2","0","0"
"SL-KOC","Kilinochchi","","","","36","","SL-KOC:0,","0","9.3895","80.40638","2","0","0"
"SL-PKM","Puliyankulam","","","","36","","SL-PKM:0,","0","8.96012","80.52235","2","0","0"
"SL-MWH","Medawachchi","","","","36","","SL-MWH:0,","0","8.5549","80.45816","2","0","0"
"SL-GRB","Girambe","","","","36","","SL-GRB:0,","0","7.36436","80.30261","2","0","0"
"SL-TWG","Taalawattegedara","","","","36","","SL-TWG:0,","0","7.38792","80.30133","2","0","0"
"SL-PTA","Potuhera","","","","36","","SL-PTA:0,","0","7.4198","80.32744","2","0","0"
"SL-NLY","Nailiya","","","","36","","SL-NLY:0,","0","7.45","80.35861","2","0","0"
"SL-KRN","Kurunegala","","","","36","","SL-KRN:0,","0","7.4769","80.3741","2","0","0"
"SL-MTG","Muttetugala","","","","36","","SL-MTG:0,","0","7.49585","80.37915","2","0","0"
"SL-WEL","Wellawa","","","","36","","SL-WEL:0,","0","7.55833","80.36658","2","0","0"
"SL-GNW","Ganewatte","","","","36","","SL-GNW:0,","0","7.65568","80.34889","2","0","0"
"SL-YPP","Hiriyala","","","Yapahuwa Entrance","36","","SL-YPP:0,","0","7.71166","80.3358","2","0","0"
"SL-NAG","Nagollagama","","","","36","","SL-NAG:0,","0","7.7536","80.31453","2","0","0"
"SL-TIM","Thimbiriyagedara","","","","36","","SL-TIM:0,","0","7.78888","80.2871","2","0","0"
"SL-PNL","Panaliya","","","","36","","SL-PNL:0,","1","7.32861","80.3251","2","0","0"
"SL-TSM","Tismalpola","","","","36","","SL-TSM:0,","1","7.32161","80.34295","2","0","0"
